university,id,publication,year
MePhi,5571,CJE4PJZRKU,2021
MePhi,5571,3K1S01AKUF,2022
MePhi,5571,AQ3QRF78YX,2008
MePhi,5571,POYKPX9X5Q,2011
MePhi,5571,SSCWADD8ET,2009
MePhi,5571,J8QE4O3H1U,2013
RUDN,39358,E80MYM3TGE,2020
RUDN,39358,FWCMCFQGN5,2016
RUDN,39358,OWHRUMVNTE,2012
RUDN,39358,8WT4RNM9L1,2022
RUDN,39358,U26PAYBD8Z,2010
RUDN,39358,LZUYCIHDQR,2018
RUDN,39358,OBD8IVYJC2,2009
RUDN,39358,R46UN9V3V9,2017
RUDN,39358,DJNA2MB5XH,2011
RUDN,39358,CA1045CZ3O,2016
RUDN,39358,VTTP5WFJOF,2018
RUDN,39358,MSUP70WWFH,2022
RUDN,39358,B3ZHOH0AUC,2020
RUDN,39358,K1CXZC38K3,2018
RUDN,39358,1YH6JA2ICY,2008
RUDN,39358,W2B90L63DF,2018
RUDN,39358,MVRW8ZFFHC,2011
RUDN,39358,0CUX1IGA3R,2019
RUDN,39358,TZU56RVRQQ,2017
RUDN,39358,TB6JBF3531,2022
RUDN,39358,6MIEUQRL4O,2014
RUDN,39358,1Y0093X11A,2013
RUDN,39358,DJEXYJDUWT,2020
MISIS,32876,SCSPOR1XQD,2014
MISIS,32876,LCI7RRP5BR,2022
MISIS,32876,2NPALY34Z4,2012
MISIS,32876,8XM89VEZWU,2010
MISIS,32876,8RZ8V1YYII,2010
MISIS,32876,5BUOF8AW7L,2012
MISIS,32876,53D5CGTS1M,2019
MISIS,32876,FBGROL3GCL,2018
MISIS,32876,QNF8UJDQQO,2020
MISIS,32876,W2FU5MOEOB,2022
MISIS,32876,NWU0P2V4TX,2021
MISIS,32876,I5WR0P73AB,2013
MISIS,32876,FL3P2YXHOG,2009
MISIS,32876,NNDWYMRQLG,2017
MISIS,32876,KSCLIPOEON,2014
MISIS,32876,A5OJVNWXZ9,2012
MISIS,32876,DPSXBV20O9,2013
MePhi,49512,T1OWKQGDXV,2014
MePhi,49512,0O2VIU2FFK,2010
MePhi,49512,481JMKUWKG,2019
MePhi,49512,RGPLFPT8CK,2012
MePhi,49512,9W0UDJ1ZSW,2019
MePhi,49512,B39GRQVLPE,2012
MePhi,49512,GZK1R0HFGD,2019
MePhi,49512,DW6DKBJXZ4,2011
MePhi,49512,C49QA0FP5L,2014
MePhi,49512,473XR01BFV,2022
MePhi,49512,IC4FI0IUPS,2014
MePhi,49512,YSRNX3JTXK,2012
MePhi,49512,GHKYKCYV1F,2019
MePhi,49512,6XQECM5RMS,2018
MePhi,49512,CAUZRSF3XS,2011
MePhi,49512,NA8CMTTE9R,2017
MePhi,49512,5O9Y13M3DN,2014
MePhi,49512,65KZ3FCUZV,2009
MSU,13224,H4ACHVSUEK,2022
MSU,13224,L60NVBWGZC,2017
MSU,13224,2H1OXTBYGO,2010
MSU,13224,Z7EMKNWPC8,2013
MSU,13224,CCUM965XC7,2022
MSU,13224,UT7JX6Z09E,2018
MSU,13224,FRG0PM8Z93,2011
MSU,13224,VG8UFWZIYL,2020
MSU,13224,G2YC5U5KAS,2015
MSU,13224,GXV4IF07OD,2022
MSU,13224,K7ZOGRFZCU,2016
MSU,13224,14X8FH5OPK,2019
MSU,13224,V8JX48LIYS,2021
MSU,13224,LH9BZI7YW5,2013
MSU,13224,WJ4R04KOTV,2015
MSU,13224,G12DV7ZTCQ,2012
BMSTU,16015,MUZ2UZWB95,2016
BMSTU,16015,CX7F3LTRJ2,2016
BMSTU,16015,GFYGC7U9ZB,2019
BMSTU,16015,I6A1ITV4ZY,2021
BMSTU,16015,YF1N0PEHPJ,2020
BMSTU,16015,I9GPEYXT7H,2013
BMSTU,16015,HO8E3H2NGY,2021
BMSTU,16015,LL1ZUXYT5I,2011
BMSTU,20742,1CEH2BYSIE,2008
BMSTU,20742,YTFPXUO0HA,2008
BMSTU,20742,LFJD68EHC5,2018
BMSTU,20742,X7UK6O7T20,2008
BMSTU,20742,KS9QS4XEIK,2009
BMSTU,20742,4B3XYUJUJC,2022
MISIS,19798,E8ZA8YUP63,2022
MISIS,19798,DZFQK8YQ4O,2018
MISIS,19798,20417RHVV4,2015
MISIS,19798,QYCWE5U3KK,2011
MISIS,19798,C9Z68RVOAJ,2008
MISIS,19798,D3Z1A4PWYN,2011
MISIS,19798,FPUFQZQ4AJ,2008
MISIS,19798,C6SQT2SCQ2,2008
MISIS,19798,BAC9B5VXP9,2020
MISIS,19798,T1XYB861NV,2019
MISIS,19798,1CCWDX809K,2018
MISIS,19798,3S99S939SI,2022
MISIS,19798,IQ0ES61H4E,2009
MISIS,19798,D5AMEL4RVV,2016
MISIS,19798,C0EGMGHFSU,2021
MISIS,19798,56BBEEORW5,2011
MISIS,19798,6GBWR6LE2G,2010
MISIS,19798,X8KKBIWUZB,2017
MISIS,19798,0FTA4R63VK,2022
MePhi,49656,T36C4DNM3H,2015
MePhi,49656,AJTC5QUU1Z,2011
MePhi,49656,PD6HDP5T1D,2010
MePhi,49656,OGOPASSZ9N,2014
MePhi,49656,KMYWP4C7WB,2009
MePhi,49656,1ROX18BRYF,2009
MePhi,49656,08EUYTX0LV,2009
MePhi,49656,AZMODOQ0TC,2020
MePhi,49656,9ZWJFRNVCD,2017
MePhi,9611,7FSYL4B4XI,2017
MePhi,9611,4H30TKACE3,2009
MePhi,9611,SPFKJMZPE9,2022
MePhi,9611,76AKQ6L48I,2014
MePhi,9611,T65AY3H7KO,2011
MePhi,9611,T1P07SDL0A,2014
MePhi,9611,QPLTIQ7R2M,2017
MePhi,9611,JYDE07L4H8,2020
MePhi,9611,QTDRX34GSP,2020
MePhi,9611,MWOFEQ6V5B,2016
MePhi,9611,J7CM7GXVVE,2009
MePhi,9611,UUONU0AAUJ,2011
MePhi,9611,72UH7M9LQC,2018
MePhi,9611,GDTMEC7R07,2014
MePhi,9611,EBZ73B0SXC,2016
RUDN,16676,DTFGYT2TZD,2014
RUDN,16676,SHZA77NPAW,2019
RUDN,16676,O13PG41NZC,2008
RUDN,16676,ZR376XQH9C,2013
RUDN,16676,T45YG8PXIV,2016
RUDN,16676,WSKJI66AH5,2011
RUDN,16676,PIV6I81WAM,2011
RUDN,16676,WFDK5YP3EJ,2016
RUDN,16676,J9JO9Z2L0Y,2017
RUDN,16676,1EHM1JC20W,2020
RUDN,16676,AI9KZ32FUO,2012
HSE,19417,VH9OPQ4ZW9,2018
HSE,19417,J78TGN0W9Z,2019
HSE,19417,TW0ITQ7ABH,2015
HSE,19417,QFKW3UPR43,2013
HSE,19417,BJCKNNLY5B,2012
HSE,19417,1GSUWC431H,2011
HSE,19417,8B1FOQWY8C,2008
HSE,19417,9U597T5QAC,2015
HSE,19417,QTE64DP14G,2008
HSE,19417,1VK9FT4WTD,2008
HSE,19417,YL1RTYI1O0,2012
HSE,19417,DLMGZ3QIUA,2019
HSE,19417,2JSW1FNKJT,2011
HSE,19417,HH1Y1FN81F,2012
HSE,19417,BDGKQBS1I6,2011
HSE,19417,QW2UZVNF52,2021
HSE,19417,MML61YWV9L,2013
HSE,19417,FRDMT7O4FD,2020
HSE,19417,9YHBA3RNC1,2010
HSE,19417,TECIWZ45PV,2012
HSE,19417,I6349I1ZGZ,2022
HSE,19417,UK9Q9UINLB,2018
HSE,19417,NFAHOBN874,2009
HSE,19417,R5LX76FPMV,2021
BMSTU,13463,1TIB072UJ1,2016
BMSTU,13463,WHRJEYY1V7,2014
BMSTU,13463,VN1B3XXMFV,2019
BMSTU,13463,PUWPGXNEUK,2012
BMSTU,13463,1KX99JKFA1,2015
BMSTU,13463,YQ4LRMKAOA,2010
BMSTU,13463,OFOZ773FSV,2008
BMSTU,13463,5SK8BAZP8B,2010
BMSTU,13463,HBZKL8UA3X,2020
BMSTU,13463,DH74ARUECU,2016
BMSTU,13463,RH1Q4Q4O7W,2021
BMSTU,13463,706I1VGKYP,2013
BMSTU,13463,7Z5YQAV37I,2017
BMSTU,13463,U4PTTPV5O4,2014
BMSTU,13463,I3LE3YX8HU,2017
BMSTU,13463,OH9QBE9NNU,2011
BMSTU,13463,OMR5NSW4G9,2022
BMSTU,13463,3VH958FKAI,2008
BMSTU,13463,3VSQ2TNR7N,2021
BMSTU,13463,02GW5ER9M5,2016
BMSTU,13463,UQBMBCO7DQ,2020
BMSTU,13463,BBY5JC6OUQ,2014
BMSTU,13463,VTXW3LIHS9,2012
BMSTU,13463,IQA9D3V6WQ,2016
BMSTU,13463,5G46SDDK4J,2014
BMSTU,13463,C0H0YKLPJ0,2018
BMSTU,13463,N2UMFLASCZ,2012
RUDN,9007,XWRH9LK0KV,2020
RUDN,9007,J2YXWG85QO,2016
RUDN,9007,ZDXHE4CZR5,2010
RUDN,9007,0LIIZ02FME,2014
MISIS,6486,H8EV3FYRYA,2008
MISIS,6486,LB8WVQAAVI,2020
MISIS,6486,4MBAI28WLP,2010
MISIS,6486,6L9FCQDVAR,2010
MISIS,6486,NCOKQEAL6P,2010
MISIS,6486,ZMADMKF9Z7,2012
MISIS,6486,SD2EZUXH21,2017
MISIS,6486,PM0HD3VM2F,2010
MISIS,6486,J2K2HOAV5Y,2009
MISIS,6486,49ZWB9XA1B,2008
MISIS,6486,E6W4NX0JU2,2016
MISIS,6486,E1YB65XSL0,2015
MISIS,6486,GSWOP3PHJU,2009
MISIS,6486,MH01B0KD5A,2016
MISIS,6486,Q8PJWXQQX7,2017
MISIS,6486,P2PJKREHKW,2011
MISIS,6486,N2WKGBACCW,2014
MISIS,6486,ZN9AILWUC5,2016
MePhi,45649,7JAO10RB1T,2021
MePhi,45649,N9JX7A5LPM,2014
MePhi,45649,DRRFDM7G0Q,2019
MePhi,45649,8D7V2BQ7L3,2013
MePhi,45649,8CQ8Y07E7L,2012
MePhi,45649,WPYFFQH74H,2016
MePhi,45649,B09P9MJE6K,2012
MePhi,45649,ZLLL3UXUFH,2022
MePhi,45649,46H8JJZNQE,2021
MePhi,45649,Y1USFKFLF9,2019
MePhi,45649,H0Q0N0WBRB,2014
MePhi,45649,VF31K0N515,2022
MePhi,45649,RBP7BGR9QT,2010
MePhi,45649,U76JDLONCG,2018
MePhi,45649,4YVPX13850,2018
MSU,4367,50SK75VN6L,2008
MSU,4367,E37DASBWSS,2012
MSU,4367,XCA6AC6315,2021
MSU,4367,H3UW9PQZZ8,2012
MSU,4367,Y3D5614K2E,2022
MSU,4367,6Z4IKXHMN4,2016
MSU,4367,J0PM9C35ZZ,2016
MSU,4367,7M35P2WR8N,2017
MSU,4367,UXDP09CJGJ,2009
MSU,4367,BDRE31CV08,2013
MSU,4367,12V864A661,2012
BMSTU,32723,05O3VVD0LW,2011
BMSTU,32723,VY0NQF3HK1,2010
BMSTU,32723,H9ROIGL0K5,2012
BMSTU,32723,NW5GPRDBBV,2015
BMSTU,32723,2UU1BP9GZS,2020
BMSTU,32723,WHG4EVCR2T,2012
BMSTU,32723,WQ8TG8CWFS,2008
BMSTU,32723,O1M4ZACLJP,2019
RUDN,11313,0EZ7YHP4HN,2008
RUDN,11313,5PTMOQB4HD,2022
RUDN,11313,LGC9WZH6VD,2016
RUDN,11313,UYP9QTK4IB,2012
RUDN,11313,4LTY757DV4,2020
RUDN,11313,D3FQR6NCLM,2015
RUDN,11313,EDEYALBTZP,2021
RUDN,11313,ZWJ7N1F9DS,2011
RUDN,11313,07Y5QD88AX,2016
RUDN,11313,OMFIKNB84P,2017
RUDN,11313,KQ0QIVU710,2011
RUDN,11313,I8Z8B9479G,2020
RUDN,11313,3M7PS18GYC,2018
RUDN,11313,2JP6M5MC2P,2015
RUDN,11313,GB8J68COFJ,2019
RUDN,11313,DE8J9ICW67,2017
RUDN,11313,FV5JGATGE7,2021
RUDN,11313,3KLTXL79RL,2011
RUDN,11313,P17UNTZ64N,2020
RUDN,11313,28O260P1CI,2011
RUDN,11313,YYZ9TWFZH5,2010
RUDN,11313,RA7A4VPTG1,2021
RUDN,11313,UVRVOHZY43,2017
RUDN,11313,2HFS1Q8D94,2012
RUDN,11313,43H0WKVF66,2012
RUDN,11313,1XUVW7PIGI,2020
RUDN,11313,7UAGGA8NCY,2009
BMSTU,36666,OBBQQKYO4T,2018
BMSTU,36666,HZGAX3TOCT,2020
BMSTU,36666,SGPXD5WXND,2012
BMSTU,36666,99JQZQ54SI,2011
BMSTU,36666,C8PSLCQKL4,2019
BMSTU,36666,HG2CSUA3NZ,2022
BMSTU,36666,MS41FFPD7Q,2015
BMSTU,36666,6Y7H6Z37RT,2018
BMSTU,36666,T2OI1UJ0K8,2022
BMSTU,36666,JWQG5OTHAM,2012
BMSTU,36666,K522MXQVPC,2019
BMSTU,36666,M05GNJBK6N,2015
BMSTU,36666,0YT68YK9TV,2020
BMSTU,36666,424A4PIROV,2008
BMSTU,36666,9YCCI2AJGW,2020
BMSTU,36666,TOFAV3Y1UN,2020
BMSTU,36666,6IP5SBOL39,2022
BMSTU,36666,PX64NUAO5U,2008
BMSTU,12232,BWJKXMMYHE,2012
BMSTU,12232,HLAT0KUTC1,2013
MSU,29154,8IHQBL180U,2012
MSU,29154,NCVOGCRALF,2019
MSU,29154,8BC7QCKEFD,2016
MSU,29154,E33TC9RMUS,2021
MSU,29154,6GJAD8QGAU,2009
MSU,29154,SJMAMOUEGF,2015
MSU,29154,P69D209WKF,2018
MSU,29154,T80U0PDBL3,2013
MePhi,30394,OE5GBCA4O0,2009
MePhi,30394,LB3CWWWX26,2009
MePhi,30394,YLTEZ2TM8E,2022
MePhi,30394,IFYK7FLBZQ,2017
MePhi,30394,U9HLLTLFYI,2016
MePhi,30394,VMAYDVJD4V,2016
MePhi,30394,L8TWZGP0OA,2016
MePhi,30394,XJL6HNMR2W,2014
MePhi,30394,BI7EI3M14B,2014
MePhi,30394,ERGTB5M7H5,2009
MePhi,30394,QJ0EOBCC4L,2018
MePhi,30394,B0S2W3K94V,2011
MePhi,30394,J2EU0Z8QEN,2021
MePhi,30394,6NLSCVIP8C,2019
MePhi,30394,POB3J2A9RO,2015
MePhi,30394,YLDNSQ5869,2016
MePhi,30394,S2DDYI4E67,2018
MePhi,30394,7FLZRQPLXF,2014
MePhi,30394,F1QMAEMKT3,2009
MePhi,30394,IIA5JCMP7N,2012
MePhi,30394,FSWQ7RIYYL,2019
MePhi,30394,9RQVZ9MDNU,2013
MePhi,30394,EKSZ8QL9BJ,2011
MePhi,30394,MDL5LFWW7N,2021
MSU,37937,C8XA6RM46W,2018
MSU,37937,C4C0N98KAR,2015
MSU,37937,9LHN9K6EPE,2008
MSU,37937,UOSE11CTJ3,2010
MSU,37937,B7AMC4GC69,2017
MSU,37937,02IVTLH465,2016
BMSTU,27315,96XM8AK079,2016
BMSTU,27315,2TDBYTMMDN,2009
BMSTU,27315,AP7SGVZD6H,2011
BMSTU,27315,WHBPQIM3X9,2012
BMSTU,27315,O0DPYCH2ZH,2015
BMSTU,27315,LBQZF23UQU,2015
BMSTU,27315,TQ071EIO4K,2011
BMSTU,27315,Z3HCXX855R,2015
BMSTU,27315,UYYFEHFC8O,2008
BMSTU,27315,YWRDIEBX19,2008
BMSTU,27315,EN63C6IMLM,2011
BMSTU,27315,WRBNXIOE6I,2013
BMSTU,27315,MNZ5UNR9G0,2011
BMSTU,27315,MPHK8TE56S,2014
BMSTU,27315,C0YWXYVEVE,2012
BMSTU,27315,MYNPXJ6BP3,2008
BMSTU,27315,IT96I26UYT,2008
BMSTU,27315,IK30JA3CG4,2019
BMSTU,27315,X41MITK5NG,2011
BMSTU,27315,X9IG4WVT4W,2013
BMSTU,27315,BYWEVUAVLN,2013
BMSTU,27315,EFGLFQ65PX,2020
BMSTU,27315,UWOVNHH4TU,2019
BMSTU,27315,R2O1CDN5GM,2020
BMSTU,27315,7I9AASA7JX,2009
BMSTU,27315,FVJLV18WVR,2014
BMSTU,27315,9WHMGUXT6F,2015
BMSTU,27315,K5W2HQ2A90,2022
BMSTU,27315,V4BJXTNAEK,2020
MISIS,16196,RBE7SWRYNU,2008
MISIS,16196,KPE5PN75JU,2018
MISIS,16196,IF1UNAQUW4,2021
MISIS,16196,G1HWVM8GKR,2011
MISIS,16196,E82K3TOYUT,2008
MISIS,16196,LM1CWCMOZ7,2020
MISIS,16196,9AWKMKR3R7,2019
MISIS,16196,YJUWU3AGHB,2010
RUDN,30619,UL74YKODZQ,2009
RUDN,30619,HIEPNNNA1I,2013
RUDN,30619,YFXFJ1KHMK,2008
RUDN,30619,T1LZA2LV9W,2020
RUDN,30619,033N75AGAD,2010
RUDN,30619,6QQWN46DZW,2017
RUDN,30619,NK7BMHPRPC,2022
RUDN,30619,RQJVOS35YV,2009
RUDN,30619,CNGQBGE6LL,2015
RUDN,30619,CI3KMKVP8D,2008
RUDN,30619,CL6LNNSAXE,2016
RUDN,30619,6Z3LYMGND1,2016
RUDN,30619,ZBUI8LJ6QY,2019
RUDN,30619,ZVO0C86B06,2013
RUDN,30619,MXF8K43F6B,2017
RUDN,30619,5D182PMXYM,2009
RUDN,30619,BU4XAFWT6K,2011
RUDN,30619,R0V065JRFB,2017
RUDN,30619,3J5LND307E,2017
MSU,31242,76NDH5BXUD,2021
MSU,31242,EWKGIBEM36,2016
MSU,31242,AGM5FOTCRD,2020
MSU,31242,3O9GJII0N1,2017
MSU,31242,7EZQXPK8G6,2017
MSU,31242,USQWS1OO1S,2015
MSU,31242,EJPIWMX8UI,2011
MSU,31242,WN2KR3WANS,2022
MIPT,8251,5KP2CV44BR,2013
MIPT,8251,21FBD9UFQQ,2016
MIPT,8251,GYZVPLUYLE,2012
MIPT,8251,02XA4RWD8Z,2020
MIPT,8251,10C25VL4Z6,2009
MIPT,8251,7EDOEG4GSJ,2012
MIPT,8251,E6MB4NHHYM,2017
MIPT,8251,2EQBE65IVY,2017
MIPT,8251,J008T7KWJK,2019
MIPT,8251,98MSS6TJAW,2012
MIPT,8251,3AVH4PI2KG,2013
MIPT,8251,UMXTY96FJU,2019
BMSTU,21189,DGGMOGC27I,2018
BMSTU,21189,U9O2WC4MMM,2012
BMSTU,21189,HDJV1PAG0Y,2011
BMSTU,21189,E7TZX702N9,2021
BMSTU,21189,9WZIQRQCSF,2015
BMSTU,21189,VNVZ02AAYK,2017
BMSTU,21189,WK22VFEDWE,2013
BMSTU,21189,4YV4GOQPT6,2019
BMSTU,21189,RP89FHUNM9,2015
BMSTU,21189,9KWF565D2X,2021
BMSTU,21189,IW0SJVWFW9,2021
BMSTU,21189,9SB8H744A4,2017
BMSTU,21189,93LMMMRMVY,2012
BMSTU,21189,UMPA2ESDGE,2011
BMSTU,21189,LNWJ8OETTD,2014
BMSTU,21189,O9C9DUKE1A,2014
BMSTU,21189,UE9D5E9RE3,2011
BMSTU,21189,V9O71NSSR1,2011
BMSTU,21189,JNXG0Q97JR,2012
BMSTU,21189,DNK50F2CB6,2017
BMSTU,21189,Z5IL7ZS55X,2014
BMSTU,21189,NCYEN27VXK,2022
BMSTU,21189,GP0SOPV6R1,2014
BMSTU,21189,0UCE5O1MEA,2013
BMSTU,21189,Y1F5OSZCCY,2009
BMSTU,21189,WX4ZMH5WLX,2014
HSE,9602,V0K9RMY1WL,2017
HSE,9602,O1ZUG46GAZ,2018
HSE,9602,EKPBM3CMP8,2012
HSE,9602,ZMJHG5YX1T,2017
HSE,9602,C4E41PYL8W,2017
HSE,9602,O9YISO7HNR,2010
HSE,9602,R0PDITRGGW,2021
HSE,9602,A8U8MMWXCU,2015
HSE,9602,Q8FOG17AB4,2009
HSE,9602,CAN4MKM1O3,2009
HSE,9602,QJQ9Z2YBP5,2020
HSE,9602,4GXIIA1QBQ,2011
HSE,9602,PP3QPGYTFF,2022
HSE,9602,0GEJBXMLEW,2012
HSE,9602,0KUN3T163S,2017
HSE,9602,X5SYM67VJA,2013
HSE,9602,ZX7NFEEK7F,2019
HSE,9602,GLP7QAK2L3,2015
HSE,9602,Q30PMV5NIG,2010
HSE,9602,8YR65NHVUW,2019
HSE,9602,LZIFK0REFN,2022
HSE,9602,QMC5JHNUMB,2009
HSE,9602,6A9UTYXZQW,2011
MSU,40704,62MQ5PAZM8,2013
MSU,40704,QDNQNIB5CS,2014
MSU,40704,PI79OTTJEH,2010
MSU,40704,2RVBQJAFRB,2020
MSU,40704,ITSYXHOJ9M,2009
MISIS,18542,LRLEKN8GK1,2018
MISIS,18542,STG8P7SQVO,2013
MISIS,18542,OFGH0HVBAW,2018
MISIS,18542,4JE8WVS20E,2021
MISIS,18542,CM9LTFIYMX,2010
MISIS,18542,XO59WWOEAC,2008
MISIS,18542,IEDW9MHU7V,2018
MISIS,18542,QPH1FHK4VN,2011
MISIS,18542,537QXJI55Y,2017
MISIS,18542,GMWZI52W8J,2017
MISIS,18542,4HINRYERGC,2015
MISIS,18542,22RQZPD8YT,2012
MISIS,18542,5J8WLUPB32,2021
MISIS,18542,06KKSIWSKV,2012
MISIS,18542,J2NYU4ARBV,2018
MISIS,18542,C1DWMNRPW5,2013
MISIS,18542,N5W21DMASB,2018
MISIS,18542,9HV6R283FX,2014
MISIS,18542,UISZEFZ42V,2019
MISIS,18542,SP0Z2RCT7P,2012
MISIS,18542,0E3BI1QG0S,2022
BMSTU,740,JMIP8TQ4PU,2009
BMSTU,740,RXHTMP6T8M,2019
BMSTU,740,UPIYNT5PS6,2019
BMSTU,740,E9QZGLUDK0,2010
BMSTU,740,5PE4X3QN2X,2018
BMSTU,740,CSCBK8NLVL,2019
BMSTU,740,80RW3QOYUC,2019
BMSTU,740,RJLPW6OJ71,2018
BMSTU,740,0BX2IO3I1Y,2013
BMSTU,740,RT8DXTCOTG,2022
BMSTU,740,P01K4HNGGI,2015
BMSTU,740,IINJL8ZIXJ,2018
BMSTU,740,KTTA48XIUX,2014
BMSTU,740,5KCBRQ809B,2008
BMSTU,740,LSQCGK45YL,2017
BMSTU,740,89NOGE32MX,2011
BMSTU,740,3NMSICQ4NW,2017
RUDN,33329,1SX8E1NYG7,2016
RUDN,33329,FELIIXEPYN,2018
MIPT,1520,41TO260KSW,2012
MIPT,1520,75BQ7564I0,2018
MIPT,12556,7CUM5089HD,2008
MIPT,12556,PUJRQUHH5N,2018
MIPT,12556,2JQH2VZRBH,2021
MIPT,12556,K35SSZCR4M,2015
MIPT,12556,XYSU2AWMKW,2011
MIPT,12556,P2UDM2535C,2010
MIPT,12556,R1MECMXAWT,2010
MIPT,12556,4GKXH7YZ6X,2018
MIPT,12556,I4TU0BDJDX,2018
MIPT,12556,KXG4I61FCY,2022
MIPT,12556,RZTT5VZ17L,2019
MIPT,12556,SXOGZ50DVY,2022
MIPT,12556,ARW8VUNW5E,2009
MIPT,12556,U0453VHE7D,2014
MIPT,12556,24XHIU4ZHU,2017
MIPT,12556,8582841GO2,2020
MIPT,12556,6EEPJBLBIW,2021
MIPT,12556,G07A5YY4YF,2017
MIPT,12556,PEPZLG736F,2019
MePhi,30394,94Q9MER0RY,2022
MePhi,30394,NGYAL5K1RG,2018
MePhi,30394,46E4LITRZ9,2011
MePhi,30394,AAE5X1UATK,2010
MePhi,30394,VUWB9P1U3J,2021
MePhi,30394,8DOPU9IKCM,2021
MePhi,30394,0UX2LHUK1X,2017
MePhi,30394,5DNEE9EY3A,2020
MePhi,30394,HMDV3DDOQ0,2018
MePhi,30394,OYOI902MW1,2010
MePhi,30394,7OG9JRPZWD,2017
MePhi,30394,63QLBZKK7B,2012
MePhi,30394,OIGI85EEVQ,2013
MePhi,30394,K15XZ3WFL9,2009
MePhi,30394,W76W00WFZX,2008
MePhi,30394,QIFPSGCA4H,2012
MePhi,30394,0W48SRQKT5,2013
MePhi,30394,S7YUOEZCCH,2008
MePhi,30394,DZ4TX2WY65,2017
MePhi,30394,3R1DB2TSZF,2015
MePhi,30394,KA9FFSGK98,2015
MePhi,30394,VF3R4OPUR2,2022
MePhi,30394,HCNRJXJHOX,2017
MePhi,30394,3J79Y7NJ7B,2015
MePhi,30394,GOVC4Y8LQS,2019
MePhi,30394,G3UUBYVYCC,2020
MePhi,30394,TTP1AC9HBH,2018
MePhi,30394,5HED5YFX73,2019
MePhi,30394,WEEE77HZSD,2022
MISIS,49967,7GWAFKQMG3,2017
MISIS,49967,SS481Q2BIH,2010
MISIS,49967,XKWX9IO3OH,2021
MISIS,49967,KFYX9UYJA8,2012
MISIS,49967,EQEKYNBSJP,2011
MISIS,49967,499HXZY2PE,2018
MISIS,49967,YNNRK3XU9O,2021
MISIS,49967,XWI2VRCOIP,2022
MISIS,49967,671K7WG2FI,2013
MISIS,49967,XINJWBZ6ML,2016
MISIS,49967,5310OC8OZ7,2008
MISIS,49967,SIL8SMLJP8,2009
MISIS,49967,KNPFPLNNIX,2021
MISIS,49967,NTLQRJ72OX,2008
MISIS,49967,QTR21UJVSI,2012
MISIS,49967,Q91QVBIERI,2010
MISIS,49967,P7BR926GSA,2019
MISIS,49967,SRS1HAVMNH,2010
MISIS,49967,0Y5HJR8PN1,2021
MISIS,49967,8I25534L72,2020
MISIS,49967,NAQR8S2UNZ,2014
MISIS,49967,PHD9C143IY,2008
MISIS,49967,8W08RISGQD,2015
MISIS,49967,Z695FIDPTD,2019
MISIS,49967,LM3QAWDX14,2016
MISIS,49967,JKC3J3H5TJ,2018
MISIS,49967,FGHOFQZIC0,2014
RUDN,41123,3257ST4EK0,2013
RUDN,41123,BHB6BKRMHO,2013
RUDN,41123,I57TGNCYIR,2009
RUDN,41123,7SX6L02YYU,2013
RUDN,41123,6Z2A3WS42N,2012
RUDN,41123,X5E7H9GOUI,2017
RUDN,41123,JZMENQWI54,2020
RUDN,41123,QET3EUBX0G,2020
RUDN,41123,MVD1OMOIDM,2017
RUDN,41123,U2RXW0RFCE,2020
RUDN,41123,HDWV92ZI9G,2010
RUDN,41123,RV4KFBAKWU,2014
RUDN,41123,1SWZ1JBY66,2017
RUDN,41123,E0IQSA6DPS,2014
RUDN,41123,3V165DGPPF,2009
RUDN,41123,ACS493VZSO,2015
RUDN,41123,4OOWL3ZTRM,2020
RUDN,41123,2WJ33CNH3T,2020
RUDN,41123,A75AUDR4UH,2008
RUDN,41123,ATPOKZ4EB3,2014
RUDN,41123,I5M279VO5T,2017
RUDN,41123,9FN2FXEUC7,2020
MIPT,530,ZLF9P054TG,2020
MIPT,530,DLAVM9MWRT,2014
MIPT,530,G2E6CECS03,2011
MIPT,530,I6WLMRWADQ,2014
MIPT,530,H8EZTZIBJW,2015
MIPT,530,VN4A5ATTAU,2013
MIPT,530,I6ZG38U6EI,2019
MIPT,530,QDD2RX5D8Z,2009
MIPT,530,X49KCVZNFD,2017
MIPT,530,G1UDT1J13Q,2016
MIPT,530,7UB0J0V8QF,2016
MIPT,530,QL4LI0OJJN,2022
MIPT,530,SYEIXA5Y2B,2016
MIPT,530,WFXYQIM03H,2013
MIPT,530,U99GNK2KN2,2009
MIPT,530,OLP6IHLURX,2012
MIPT,530,4R14DJD9Y5,2009
MIPT,530,1PBCOTFCT9,2014
MIPT,530,8MYW2YUNY2,2009
MIPT,530,7W3B9I403G,2009
MIPT,530,TE3W9NJRFT,2018
MIPT,530,RKIDC6T0VQ,2009
MIPT,530,RB1VML1DE7,2009
MIPT,530,BVZBWFQQU9,2020
MIPT,530,NDFSG1MEEY,2018
MIPT,530,RTI8TELFBT,2021
MIPT,530,MTUCBSWXK2,2011
MIPT,530,G7OT376QSP,2014
HSE,42457,TLU0B0YBZF,2012
HSE,42457,NPKJ33M7FK,2018
HSE,42457,EAGS6F0AJS,2009
HSE,42457,9ZH2X1GE7J,2017
HSE,42457,NBGYKK65FZ,2017
HSE,42457,9ZEO2OUM5T,2009
HSE,42457,05Q0TTJMU4,2019
HSE,42457,IZ2FFDFE20,2018
HSE,42457,2LNXQQRDLA,2009
HSE,42457,R02FSKLZ91,2014
HSE,42457,V61K6FEEWF,2018
